Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2022-10-15,Desire,5.10,"Really chill tbh, unlimited no hands knee locks. Very fun for practicing hand-fist stacks.",https://www.mountainproject.com/route/105828859/desire,1,"Utah > Southeast Utah > Indian Creek > Way Rambo",2.8,-1,Lead,Onsight,Trad,,95,3000
2022-10-15,Fuzz,"5.10 PG13","Crazy long! Damn steep at the end. A key foot dish and a big reach to a finger jam save the day. Almost all friendly hands size at big 2’s and small 3’s.",https://www.mountainproject.com/route/105718768/fuzz,1,"Utah > Southeast Utah > Indian Creek > Way Rambo",3.3,-1,Lead,Onsight,Trad,,115,3000
2022-10-14,"Pocket  Rocket",5.10c,"As good as I remember. A little slick at the low crux.",https://www.mountainproject.com/route/106297965/pocket-rocket,1,"Utah > Southeast Utah > Potash Road > Day Canyon > Day Canyon Cragging Routes",3.5,-1,Lead,Redpoint,Sport,,65,3200
2022-10-14,"Brush Painted Datsun",5.10b/c,"It’s nice to come back and get this clean years later. I won’t lie though that layback at the end still had me gripped!",https://www.mountainproject.com/route/105718138/brush-painted-datsun,1,"Utah > Southeast Utah > Potash Road > Day Canyon > Day Canyon Cragging Routes",3.7,-1,Lead,Redpoint,Trad,,70,3100
2022-10-14,"Boognish Tower","5.10 PG13","This thing is all time! Such an absolute pure chimney. Technical crux is around a third of the way up where your froggy legs max out but back to feet is too scrunched. The top also requires some zany full body stemming. The mid section cruises long and clean with pure chimney work.",https://www.mountainproject.com/route/108214204/boognish-tower,1,"Utah > Southeast Utah > Potash Road > Day Canyon > Boognish Tower",3.4,-1,Lead,Onsight,"Trad, Sport",,120,3000
2022-10-08,Makunaima,5.11c,"I&#39;m very proud of this one. It went in good style, and I felt super dialed. This climb really is one of the best.",https://www.mountainproject.com/route/105990326/makunaima,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.9,-1,Lead,Redpoint,Trad,,90,5200
2022-10-08,Anasazi,5.10b/c,"Warm up.",https://www.mountainproject.com/route/122017368/anasazi,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.0,-1,Lead,Redpoint,Sport,,50,3100
2022-10-08,"No Women, No Cats",5.12-,"Crux beta for me, right hand on left crimpy part of obvious hold. Crux left hand to right part that is better. Right foot out right, don’t heel hook, use your toe. Bang out right through an intermediate side pull to a deep hold. To finish pull hard and over the lip.",https://www.mountainproject.com/route/122017526/no-women-no-cats,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.8,-1,TR,,Sport,,50,6700
2022-10-08,"Lazy Boy",5.11c,"Two laps. Once through the first Mak crux, cross right hand out left, pull hard on edges. Eventually get your right gastoning out right, a high left foot and then press and fire for the juggy hueco. Rest at the hueco, then use a left Gaston to pull your knee into the hueco and knee bar. Finagle your left hand to the obvious hueco and fire through some big moves on big holds.",https://www.mountainproject.com/route/122015948/lazy-boy,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",4.0,-1,TR,,"Trad, TR",,80,5200
2022-10-08,Makunaima,5.11c,"Biffed my beta on the crux. Figured out my beta for the awkward section after the crux.",https://www.mountainproject.com/route/105990326/makunaima,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.9,-1,Lead,Fell/Hung,Trad,,90,5200
2022-10-02,"Problem A",V1+,"3 tries. I really liked this one actually. Strong move off the deck into a heel and a throw to a jug. Easy top out too which I like.",https://www.mountainproject.com/route/106288641/problem-a,1,"California > San Jacinto Mountains > Black Mountain > Boulder Basin > South Basin > Transmaniacon Boulder",2.0,-1,Send,,Boulder,,12,20110
2022-10-02,"Problem B",V0+,"Lean hard!",https://www.mountainproject.com/route/106288648/problem-b,1,"California > San Jacinto Mountains > Black Mountain > Boulder Basin > South Basin > Transmaniacon Boulder",2.0,-1,Flash,,Boulder,,15,20010
2022-10-02,"Gypsy's Day Out",V3,"About 5 tries. Lots of fun, I like the big movement. Top out not as bad as I thought. Strong deep holds.",https://www.mountainproject.com/route/110431656/gypsys-day-out,1,"California > San Jacinto Mountains > Black Mountain > Boulder Basin > North Basin > Little Saigon Boulder",3.2,-1,Send,,Boulder,,10,20300
2022-10-01,"The Consolation Direct",5.10a/b,"Led everything. A mediocre start but it just gets better and better. The 5.9 is steep and stout, and the roof finish is acrobatic and super sweet! I felt like I got my head screwed on straight big time from this morning. With Justin and we did it in <4hrs which is pretty good!",https://www.mountainproject.com/route/110602997/the-consolation-direct,7,"California > Tahquitz & Suicide Rocks > Tahquitz Rock > (d) Northwest Recess",3.3,-1,Lead,Onsight,Trad,,800,2800
2022-10-01,"Traitor Horn",5.8,"Led from ECR to the nook. Justin led the horn. What a position!",https://www.mountainproject.com/route/105799577/traitor-horn,2,"California > Tahquitz & Suicide Rocks > Tahquitz Rock > (g) West Face > West Face - Right Side",3.5,-1,Lead,Onsight,Trad,,400,2100
2022-10-01,"El Camino Real",5.10a,"Climbed first pitch of fingertrip to the corner. What a sick corner. Pumpy for sure. Took a whip reaching for the jug but I was slipping and sliding before that so I did not deserve it. It’s been like two months since I’ve led outside and I felt it on this pitch, even though I feel very strong. Good layback practice though, would def repeat maybe from the true start.",https://www.mountainproject.com/route/105799550/el-camino-real,1,"California > Tahquitz & Suicide Rocks > Tahquitz Rock > (g) West Face > West Face - Right Side",3.5,-1,Lead,Fell/Hung,Trad,,500,2600
2022-08-24,"Kneeanderthal D'erectus",5.12-,"TR doggin&#39;, incomplete attempt. Made it to the big drop knee cross over move, go high!",https://www.mountainproject.com/route/122015262/kneeanderthal-derectus,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.6,-1,TR,,Sport,,80,6700
2022-08-24,"Homo Erectus",5.11d,"TR doggin&#39;, incomplete attempt. Sloper crux is tough. To bust  to the roof you need to use the crimp intermediate and have both feet on the wall when you go for it.",https://www.mountainproject.com/route/122109730/homo-erectus,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.0,-1,TR,,Trad,,80,5500
2022-08-24,"Lazy Boy",5.11c,"TR doggin&#39; it. More sustained at the 11- grade than Makunaima. Once you cross into the first bolt you need to stay right of the bolt into the seam thing.",https://www.mountainproject.com/route/122015948/lazy-boy,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",4.0,-1,TR,,"Trad, TR",,80,5200
2022-08-23,Makunaima,5.11c,"Another lap, nice and smooth. I think I&#39;m ready!",https://www.mountainproject.com/route/105990326/makunaima,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.9,-1,TR,,Trad,,90,5200
2022-08-20,Daximus,5.10a,"Very nice climb. Edgy slab not smeary which is nice. Crux at roof I thought. Nice and long.",https://www.mountainproject.com/route/122508925/daximus,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.4,-1,Lead,Onsight,Sport,,90,2600
2022-08-20,Makunaima,5.11c,"- 4 RS with a draw right of the horn.
- 0.3 RS just left of the finger jam in the horizontal.
- 0.4 LS above first crux.
- 0.4 RS from hand jam.
- 0.3 and 0.75 with draw LS above second crux.

On the first crux def bump the left a little extra higher to make the pull over easier. Very little extra effort and you gain a lot from it.

I found some awesome beta for the second crux. Once you’ve sunk the finger jam with the right (should be deep knuckle of pointer and middle not shallow with ring and pinky), bump the left hand to a left facing crimp. It is best to go for the finger jam with your left foot on the wall and your right on a marginal rail. This sets you up to release the hand jam into the crimp nicely. High feet and fire left hand through slopers to good stuff.",https://www.mountainproject.com/route/105990326/makunaima,3,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.9,-1,TR,,Trad,,90,5200
2022-08-20,"No Glory",5.11b,"Disappointing fall after the crux at the second to last bolt! Just gassed out. Crux sequence goes smoothly with heel hooks and ample holds out left of the arete. Save some gas because not all the huecos are positive. Most huecos are obvious but there’s a small one out right at the second to last bolt that is crucial.",https://www.mountainproject.com/route/122029786/no-glory,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.3,-1,Lead,Fell/Hung,Sport,,70,4900
2022-08-20,"Snidely's Whiplash","5.8 R","A nice warmup.",https://www.mountainproject.com/route/107058413/snidelys-whiplash,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",2.1,-1,Lead,Onsight,Trad,,80,2100
2022-07-30,"Under Rover traverse",V1,"A few tries. The top out still gives me pause. 2018 me would be proud.",https://www.mountainproject.com/route/106807837/under-rover-traverse,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > The Brickyard > Charlotte's Web Area",2.8,-1,Send,,Boulder,,15,20100
2022-07-30,Yeti,V4,"3 solid goes. A stiff edging shoe helps for the first move. Big through the middle stuff. Top out is just hard and scary…",https://www.mountainproject.com/route/106603322/yeti,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > The Brickyard > Yeti Boulder",3.8,-1,Attempt,,Boulder,,15,20400
2022-07-30,"Old and In the Way",V2-3,"A few goes. Big moves and not too bad.",https://www.mountainproject.com/route/108908474/old-and-in-the-way,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > The Brickyard > Dancing Outlaw Boulder",2.8,-1,Send,,Boulder,,,20250
2022-07-30,"Jason's Favorite",V1+,"A handful of tries, crimpy and hard for V1 imo.",https://www.mountainproject.com/route/106613667/jasons-favorite,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > The Brickyard > Ant Boulder",2.4,-1,Send,,Boulder,,15,20110
2022-07-23,"Positive Vibrations",5.11a,"With Ross. Led evens. Fell twice at the crux. Everything else went in good style.

P1: A nice warmup, best linked into pitch 2.
P2: A short tips crux, be sure to use a foot out right. Then a more powerful fingers crux. Both short and connected with easy ground.
P3: Easy ground to the crux traverse. You can go low across to the steep handcrack, or go straight up to a downward facing flake to pull right directly across to the jugs. We went low.
P4: Sustained pitch. Lots of stemming in the chimney corner thing into some steep pulls. Finished with parallel cracks where I stayed left which felt more like .10+, beta says to move into the right crack halfway or so. This one will make you breath hard.
P5: Relaxed .10a pitch, mostly hands. Cruiser.
P6: The money pitch. Starts with tricky stemming, goes easier than it looks. Use those gashes in the left wall! Roof pull has good gear and is actually pretty low key. The following section is steep and pumpy. The finger crack that follows is also steep and pumpy. This is a hard pitch even before the crux.
P6: Crux. I split this pitch. Be tough and carry it through next time. 2 black totems and a 0.5 are all you need to protect it. Pull on good locks. I would stay in the cracks until you can get the your right hand nicely into the top right pod. Then you can cleanly  get a hand on each crimp and reach far left around the arete for a good hold, lower is juicier and pull around.
P7: Steep but not too bad section to start. Tough part is the step across, just make sure you traverse midway where there are nice fins to grab and not high up at the roof where it is extra tough.
P8: Long pitch of steep glory hands. Enjoy it, you earned it.

This climb is awesome. Sustained, steep, varied, aesthetic, every pitch awesome. Definitely a lifetime climb for me and I’m so glad to have gotten on it.",https://www.mountainproject.com/route/105860676/positive-vibrations,12,"California > High Sierra > 02 - The Sawtooth Ridge > Incredible Hulk",4.0,-1,Lead,Fell/Hung,"Trad, Alpine",,1200,4600
2022-07-22,"Rites of Spring",5.10d,"Led evens, with Ross. Short cruxes but even when not cruxy this thing is sustained! Classic-ness definitely comes from its consistent steepness and variety of corner movement. Tricky move to gain the pin, and a strong move out of it. Keep your hands low if you’ve got to use smears ya schmuck!",https://www.mountainproject.com/route/105909023/rites-of-spring,4,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Armando's Stilletto / Rites of Spring",3.5,-1,Lead,Onsight,Trad,,400,3500
2022-07-17,Makunaima,5.11c,"Three solid attempts. Figured out how to pass through the second crux with the thumbs up hand jam into the thumbs up finger jam. Holding onto it almost like a pinch helps. Awkward section follows into big jugs out left. First clean TR.",https://www.mountainproject.com/route/105990326/makunaima,3,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.9,-1,TR,,Trad,,90,5200
2022-07-17,"Baby Scorpions",5.10c,"A nice climb, a little more thoughtful and clear beta’d than Anasazi.",https://www.mountainproject.com/route/122158545/baby-scorpions,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",2.5,-1,Lead,Onsight,Sport,,70,3200
2022-07-17,Anasazi,5.10b/c,"A much better approach to setting up a TR on Makunaima. Pretty straight up until the final pull to the chains, look out for a good hold over the lip to the right, anything else is desperate.",https://www.mountainproject.com/route/122017368/anasazi,1,"California > Central Coast > Santa Barbara > Gibraltar Area > Cold Springs Dome > Makunaima Amphitheater",3.0,-1,Lead,Onsight,Sport,,50,3100
2022-07-13,"Mutants Amok",V5,"Can do all but dunk the cross over move and I’m close. Big move with left hand. Left foot up, right foot put right and perch and drag the foot hard. Right hand to crimp side pull. To make the cross over stand hard on your right foot. Dynamically match, high right and throw hard for the final hold!",https://www.mountainproject.com/route/108323241/mutants-amok,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > Skofield Park > Cracked Boulder",3.8,-1,Attempt,,Boulder,,10,20500
2022-07-09,"The Dihedral Route",5.10,"Led odds, did .10- finger crack finish. Soooo good. Pitches 1 and 3 are excellent and very steep. Pitches 2 and 4 are mediocre. Pitch 5 has mouth watering locks. Not as consistent in quality as crimson gem, but the odd pitches are just too good.",https://www.mountainproject.com/route/109262291/the-dihedral-route,5,"California > High Sierra > 02 - The Sawtooth Ridge > The Juggernaut",3.3,-1,Lead,Onsight,"Trad, Alpine",,750,3000
2022-07-08,"Crimson Gem",5.10b,"Led all but last pitch with Roy who was down bad with low stoke but at least the climb cheered him up. First pitch is punchy. Second pitch double cracks are sweet. Third pitch corner is steep with interesting pods. Fourth pitch Aframe is super cool. Fifth pitch we did the 5.8 finish to dihedral route and it went on forever! Splitter fun, overall pretty easy for the grade. Approach, summit and descent all incredibly beautiful.",https://www.mountainproject.com/route/109262104/crimson-gem,5,"California > High Sierra > 02 - The Sawtooth Ridge > The Juggernaut",3.6,-1,Lead,Onsight,"Trad, Alpine",,750,2900
2022-07-06,D.D.D.,5.11a,"Excellent climb. Getting established in the corner not so bad with movement on the arete and out right. Super cool movement inside the corner and on the arete then on. Eases up considerably in the final third.",https://www.mountainproject.com/route/105912185/ddd,1,"California > Sierra Eastside > Mammoth Lakes Area > Lake George > Horseshoe Piles > Spring Wall",3.6,-1,Lead,Onsight,"Sport, Alpine",,90,4600
2022-07-06,Reallyfivenineplus,5.10c,"Very good route. Gaining the ledge takes some good beta. Then the crux is firing for that jug. Steep but juggy climbing then on. Easy ground after turning the lip.",https://www.mountainproject.com/route/105988567/reallyfivenineplus,1,"California > Sierra Eastside > Mammoth Lakes Area > Lake George > Horseshoe Piles > Spring Wall",3.1,-1,Lead,Onsight,"Sport, Alpine",,80,3200
